name,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
"losing_sleep","0.862","0.18","119.951","0.0699","0.064","2.28e-06","4","0.65","0","282028","-4.872","0.549","0"
"love_me_again","0.894","0.103","126.03","0.0441","0.00453","0.000596","4","0.495","2","239894","-4.814","0.213","0"
"rise","0.784","0.203","106.066","0.032","0.323","0","4","0.69","1","194408","-4.653","0.669","1"
"burnin_up","0.954","0.331","114.0","0.0817","0.0296","0","4","0.667","2","175093","-3.462","0.807","1"
"s.o.s","0.685","0.149","137.035","0.0679","0.000628","0","4","0.598","7","153347","-3.873","0.712","1"
"bon_appetit","0.794","0.221","106.031","0.0628","0.13","8.23e-05","4","0.799","6","227813","-5.834","0.524","1"
"california_gurls","0.754","0.163","125.014","0.0569","0.00446","0","4","0.791","0","234653","-3.729","0.425","1"
"dark_horse","0.585","0.165","131.931","0.0513","0.00314","0","4","0.645","6","215672","-6.122","0.353","1"
"roar","0.772","0.354","179.984","0.0418","0.00487","6.6e-06","4","0.554","7","223546","-4.821","0.455","0"
"poker_face","0.815","0.131","118.999","0.0761","0.139","2.19e-06","4","0.846","4","237200","-4.512","0.831","1"
"blue_jeans","0.837","0.0821","117.963","0.0633","0.418","0","4","0.558","3","209440","-4.405","0.488","1"
"born_to_die","0.626","0.277","86.02","0.0339","0.222","8.22e-05","4","0.428","4","285400","-6.639","0.379","0"
"Summertime_sadness","0.811","0.125","126.007","0.0513","0.0153","8.72e-06","4","0.564","1","214912","-5.734","0.114","0"
"west_coast","0.591","0.0907","123.167","0.0396","0.194","0.0194","4","0.527","6","256760","-7.664","0.461","0"
"theres_no_way","0.625","0.157","147.02","0.0896","0.49","0","4","0.755","2","174861","-7.114","0.374","1"
"lost_on_you","0.724","0.0918","174.006","0.0372","0.1","0","4","0.433","5","268105","-6.126","0.689","0"
"other_people","0.677","0.144","90.992","0.0259","0.0842","0","4","0.55","11","244946","-4.679","0.489","1"
"4_minutes","0.931","0.234","113.029","0.0652","0.00994","0.00696","4","0.753","2","189693","-4.922","0.767","1"
"girls_like_you","0.541","0.13","124.959","0.0505","0.568","0","4","0.851","0","235545","-6.825","0.448","1"
"moves_like_jagger","0.758","0.308","128.047","0.0471","0.0111","0","4","0.722","11","201160","-4.477","0.62","0"
"beat_it","0.867","0.197","138.858","0.0457","0.0491","7.98e-06","4","0.779","3","258040","-3.704","0.915","0"
"smooth_criminal","0.981","0.306","118.193","0.0751","0.247","0.468","4","0.853","8","257760","-3.947","0.595","1"
"cant_be_tamed","0.919","0.22","116.987","0.143","0.0359","0","4","0.637","7","168213","-2.842","0.793","1"
"party_in_the_u.s.a.","0.708","0.0679","192.18","0.0675","0.00124","0.000181","4","0.454","10","202067","-4.526","0.483","0"
"we_can't_stop","0.622","0.37","80.003","0.0334","0.00882","0","4","0.613","1","231240","-5.794","0.484","0"
"wrecking_ball","0.422","0.107","119.964","0.0342","0.407","0","4","0.53","5","221360","-6.262","0.349","1"
"all_good_things","0.658","0.115","100.912","0.0397","0.273","1.13e-05","4","0.664","9","311093","-7.7","0.343","0"
"maneater","0.777","0.107","66.404","0.0636","0.0335","0.000179","4","0.717","6","258840","-4.739","0.729","1"
"promiscuous","0.977","0.147","114.316","0.0476","0.05","2.75e-05","4","0.813","10","242200","-6.078","0.842","0"
"Say_it_right","0.873","0.0532","116.945","0.13","0.0488","0.000747","4","0.871","1","223080","-6.234","0.813","1"
"counting_stars","0.705","0.115","122.017","0.0382","0.0654","0","4","0.664","1","257840","-4.972","0.477","0"
"Lets_hurt_tonight","0.706","0.256","65.163","0.033","0.36","1.62e-06","4","0.459","5","194520","-4.467","0.315","1"
"start_again","0.722","0.0931","99.083","0.124","0.162","0","4","0.564","1","165627","-5.59","0.276","0"
"high_hopes","0.904","0.064","82.014","0.0618","0.193","0","4","0.579","5","190947","-2.729","0.681","1"
"happy","0.757","0.0886","159.911","0.153","0.286","0","4","0.652","1","233305","-6.819","0.962","1"
"so_what","0.687","0.311","79.376","0.0478","0.000537","0.453","4","0.469","6","170646","-4.681","0.619","1"
"what_about_us","0.428","0.0918","93.44","0.0283","0.16","0.116","4","0.39","9","220747","-10.664","0.104","0"
"feel_it_still","0.795","0.0717","79.028","0.0504","0.0417","0.000113","4","0.801","1","163253","-5.115","0.754","0"
"diamonds","0.709","0.113","91.982","0.0452","0.00118","0","4","0.555","11","225147","-4.928","0.387","0"
"love_on_the_brain","0.637","0.0789","172.006","0.0471","0.0717","1.08e-05","3","0.509","4","224000","-4.83","0.378","0"
"anywhere","0.797","0.104","106.93","0.0596","0.0364","0","4","0.628","11","215064","-3.953","0.321","0"
"let_me_love_you","0.854","0.0773","94.419","0.198","0.288","0","4","0.531","10","190000","-3.149","0.456","1"
"candy","0.791","0.0694","116.043","0.0414","0.0368","0","4","0.715","10","201053","-6.63","0.879","1"
"millennium","0.902","0.196","91.251","0.0471","0.0556","0","4","0.545","6","247573","-5.302","0.777","1"
"supreme","0.857","0.284","96.231","0.0589","0.00303","2.23e-06","4","0.562","5","260400","-5.173","0.759","1"
"the_road_to_mandalay","0.676","0.156","99.258","0.0291","0.111","5.68e-05","4","0.624","5","239947","-8.121","0.529","0"
"ok","0.81","0.126","121.951","0.0558","0.118","0","4","0.653","7","189307","-6.032","0.583","0"
"sugar","0.815","0.163","123.063","0.0581","0.0185","0","4","0.636","5","219043","-5.098","0.636","0"
"chantaje","0.773","0.159","102.034","0.0776","0.187","3.05e-05","4","0.852","8","195840","-2.921","0.907","0"
"la_tortura","0.783","0.123","100.011","0.0427","0.0297","0.000308","4","0.74","0","212893","-5.367","0.812","1"
"hips_don't_lie","0.824","0.405","100.024","0.0712","0.284","0","4","0.778","10","218093","-5.892","0.756","0"
"in_my_blood","0.712","0.13","140.025","0.066","0.0573","0","4","0.622","5","211360","-7.321","0.487","1"
"mercy","0.662","0.111","148.128","0.0827","0.125","0","4","0.555","11","208733","-4.952","0.356","0"
"theres_nothing_holdin_me_back","0.813","0.0779","121.998","0.0554","0.38","0","4","0.866","11","199440","-4.063","0.969","0"
"treat_you_better","0.819","0.107","82.695","0.341","0.106","0","4","0.444","10","187973","-4.078","0.747","0"
"chandelier","0.787","0.0685","117.089","0.0499","0.0197","6.07e-05","5","0.399","1","216120","-2.88","0.572","1"
"back_for_good","0.504","0.137","78.961","0.0292","0.308","0","4","0.6","5","242267","-9.761","0.547","1"
"the_flood","0.83","0.122","100.631","0.044","0.0378","1.43e-06","4","0.514","11","289360","-6.077","0.138","0"
"ho_hey","0.466","0.0915","79.936","0.0304","0.794","2.06e-06","4","0.685","0","163133","-9.074","0.353","1"
"breakeven","0.698","0.0789","94.023","0.0244","0.173","0","4","0.63","10","261427","-4.51","0.529","1"
"hall_of_fame","0.873","0.123","84.803","0.0565","0.0653","0","4","0.421","10","202533","-4.343","0.63","1"
"if_you_could_see_me_now","0.758","0.145","99.89","0.074","0.00569","0","4","0.514","0","219547","-6.864","0.35","1"
"superheroes","0.885","0.0741","166.992","0.0395","0.00219","0","4","0.491","3","245467","-4.121","0.641","1"
"call_out_my_name","0.599","0.327","134.144","0.0369","0.211","0","3","0.449","1","228373","-4.892","0.165","1"
"cant_feel_my_face","0.769","0.105","107.939","0.0426","0.112","0","4","0.705","9","213520","-5.526","0.59","0"
"Starboy","0.588","0.137","186.005","0.276","0.141","6.35e-06","4","0.678","7","230453","-7.015","0.486","1"
"the_hills","0.565","0.135","112.986","0.0488","0.0671","0","4","0.58","0","242253","-7.065","0.138","0"
"apologize","0.61","0.101","118.032","0.0285","0.0399","0","4","0.654","8","184400","-6.051","0.118","1"
"cant_stop_the_feeling","0.832","0.0968","113.035","0.0682","0.0106","0","4","0.669","0","237547","-5.72","0.7","1"
"mirrors","0.512","0.0946","76.899","0.0503","0.234","0","4","0.574","5","484147","-6.664","0.512","0"
"what_goes_around","0.723","0.592","75.995","0.176","0.131","0.000935","4","0.685","7","448533","-4.791","0.385","1"
"a_thousand_miles","0.825","0.161","94.931","0.0379","0.323","0","4","0.56","11","237493","-3.862","0.268","1"
"scream_and_shout","0.685","0.131","130.033","0.0696","0.019","8.96e-05","4","0.772","5","283400","-6.849","0.501","1"
"renegades","0.862","0.229","90.052","0.0905","0.0144","0.0597","4","0.526","2","195200","-6.003","0.528","1"
"california_love","0.847","0.39","91.519","0.0417","0.0292","2.26e-06","4","0.761","7","284480","-3.068","0.765","1"
"hit_em_up","0.843","0.0757","95.193","0.239","0.0466","0","4","0.921","7","312627","-4.008","0.589","1"
"candy_shop","0.574","0.38","125.173","0.466","0.0253","3.2e-05","5","0.614","11","209107","-7.961","0.755","1"
"get_up","0.891","0.301","92.483","0.18","0.042","0","4","0.703","7","195680","-2.614","0.444","1"
"in_da_club","0.73","0.0753","90.096","0.373","0.283","0","4","0.865","6","193467","-2.813","0.808","0"
"Many_men","0.841","0.121","108.095","0.43","0.0153","0.000797","5","0.574","11","256227","-2.92","0.402","0"
"harlem_anthem","0.794","0.361","112.685","0.122","0.00344","0","4","0.527","1","188800","-4.698","0.393","1"
"praise_the_lord","0.569","0.1","80.02","0.136","0.0609","0.0816","4","0.85","5","205040","-8.152","0.294","0"
"a$ap_forever","0.78","0.13","125.999","0.122","0.224","0","4","0.469","10","233061","-6.49","0.444","0"
"bubblin","0.873","0.367","106.783","0.265","0.0731","0","5","0.568","1","209093","-5.22","0.547","1"
"still_not_a_player","0.619","0.0647","94.121","0.312","0.203","0.00156","4","0.9","4","236800","-6.518","0.864","0"
"blessings","0.621","0.136","118.891","0.283","0.315","0","4","0.789","10","252040","-7.685","0.158","0"
"man_don't_dance","0.877","0.121","109.894","0.283","0.00477","0.00129","4","0.809","10","218607","-3.749","0.662","0"
"no_diggity","0.646","0.284","88.641","0.288","0.303","0","4","0.868","1","304600","-4.674","0.67","0"
"look_alive","0.581","0.105","140.022","0.27","0.00104","5.86e-05","4","0.922","10","181263","-7.495","0.595","1"
"break_ya_neck","0.809","0.0613","83.011","0.251","0.443","0.00175","4","0.82","4","231240","-6.759","0.737","0"
"second_round_k.o.","0.533","0.598","94.01","0.477","0.0178","0","4","0.727","7","277533","-11.311","0.709","1"
"ghetto_people_song","0.898","0.11","169.996","0.298","0.00242","0","4","0.604","6","256784","-6.332","0.571","1"
"the_odds","0.867","0.224","88.758","0.226","0.0108","0.000498","4","0.391","8","199079","-3.653","0.23","1"
"bartier_cardi","0.524","0.383","138.015","0.181","0.00111","0.000678","4","0.908","1","224285","-7.955","0.109","1"
"bodak_yellow","0.703","0.231","125.022","0.103","0.0659","0","4","0.926","11","223713","-6.337","0.485","0"
"gangsta's_paradise","0.567","0.0483","128.005","0.0988","0.000679","0.391","4","0.624","7","384772","-8.749","0.119","1"
"how_could_i_kill_a_man","0.675","0.0904","101.884","0.0724","0.000722","0.000149","4","0.769","6","252240","-13.326","0.803","1"
"clout_cobain","0.448","0.109","120.055","0.0539","0.591","0","4","0.794","10","231333","-4.771","0.588","0"
"welcome_to_the_party","0.845","0.415","171.921","0.132","0.114","0","4","0.618","2","181720","0.175","0.486","1"
"ruff_ryders_anthem","0.796","0.0838","92.766","0.0693","0.202","0","4","0.867","6","231040","-4.73","0.776","1"
"slippin","0.59","0.951","178.486","0.435","0.0521","0","4","0.51","10","306107","-8.031","0.566","0"
"where_the_hood_at","0.946","0.368","185.967","0.36","0.158","0","4","0.536","5","286267","-3.002","0.779","0"
"x_gon_give_it_to_ya","0.851","0.0775","95.058","0.292","0.0295","0","4","0.501","10","219253","-5.111","0.627","0"
"kush","0.872","0.171","126.785","0.115","0.000763","8.94e-05","5","0.497","7","235120","-6.166","0.383","1"
"still_d.r.e.","0.774","0.0577","93.425","0.235","0.177","0.000676","4","0.821","11","270587","-3.418","0.547","1"
"the_next_episode","0.906","0.0803","95.3","0.195","0.0279","0","4","0.916","3","161507","-2.494","0.291","0"
"in_my_feelings","0.626","0.396","91.03","0.125","0.0589","6e-05","4","0.835","1","217925","-5.833","0.35","1"
"nice_for_what","0.909","0.119","93.394","0.0705","0.0891","0.000109","4","0.586","8","210747","-6.474","0.757","1"
"started_from_the_bottom","0.522","0.156","86.318","0.159","0.0328","0","4","0.794","8","174133","-7.829","0.567","1"
"lucky_you","0.786","0.127","153.068","0.306","0.0627","0","4","0.876","10","244679","-4.884","0.575","0"
"mosh","0.734","0.686","72.439","0.259","0.683","0","4","0.614","10","317813","-3.18","0.537","0"
"rap_god","0.843","0.799","148.14","0.314","0.397","0","4","0.708","7","363521","-2.66","0.625","1"
"sing_for_the_moment","0.81","0.0559","164.052","0.0983","0.00196","1.62e-06","4","0.664","5","339667","-4.295","0.162","0"
"stan","0.769","0.548","80.044","0.248","0.0369","4.03e-06","4","0.778","6","404107","-4.331","0.484","0"
"venom","0.794","0.543","135.959","0.064","0.0193","0","4","0.749","0","269554","-5.063","0.46","1"
"without_me","0.65","0.308","112.249","0.0858","0.00348","0","4","0.929","7","290227","-2.882","0.655","1"
"believe_me","0.978","0.311","110.0","0.0473","0.0649","0.000444","4","0.702","8","222960","-3.406","0.668","1"
"High_road","0.897","0.0455","99.985","0.0649","0.32","3.43e-06","4","0.743","9","196520","-4.525","0.92","0"
"kenji","0.913","0.0801","103.002","0.111","0.176","0.000479","4","0.701","10","231480","-4.664","0.652","0"
"remember_the_name","0.835","0.0795","84.858","0.0911","0.0583","2.87e-06","4","0.688","8","230493","-4.162","0.88","1"
"drop","0.65","0.121","147.031","0.241","0.0066","2.07e-06","4","0.858","8","210545","-4.919","0.653","1"
"poppin_them_thangs","0.813","0.0839","88.023","0.189","0.252","0","4","0.768","6","240800","-1.418","0.918","0"
"do_ya_thang","0.675","0.0366","90.007","0.225","0.0022","0.423","4","0.918","4","244080","-8.098","0.697","0"
"gangsta_rap_made_me_do_it","0.745","0.321","87.019","0.0975","0.00719","2.1e-05","4","0.81","10","281653","-5.431","0.388","0"
"it_was_a_good_day","0.748","0.217","82.384","0.126","0.321","4.94e-05","4","0.796","5","260000","-5.409","0.802","0"
"Kevin's_heart","0.527","0.631","116.078","0.367","0.482","0","4","0.829","6","200310","-6.644","0.473","0"
"atm","0.497","0.0898","81.651","0.681","0.115","0","4","0.719","8","216727","-7.661","0.345","1"
"why","0.938","0.0612","168.417","0.238","0.0164","0","4","0.602","1","240000","-3.378","0.562","0"
"win","0.595","0.391","125.994","0.0889","0.0152","0","4","0.879","1","215227","-2.936","0.355","1"
"99_problems","0.951","0.0862","95.031","0.151","0.00272","1.14e-05","4","0.547","1","295827","-4.079","0.51","0"
"dirt_off_your_shoulder","0.905","0.111","160.013","0.267","0.0104","0","4","0.557","11","244693","-4.506","0.799","1"
"lucid_dreams","0.566","0.34","83.903","0.2","0.349","0","4","0.511","6","239836","-7.23","0.218","0"
"jesus_walks","0.844","0.284","85.346","0.427","0.578","0","4","0.427","3","193733","-4.597","0.716","0"
"dna","0.523","0.0842","139.913","0.357","0.00454","0","4","0.638","1","185947","-6.664","0.422","1"
"humble","0.621","0.0958","150.011","0.102","0.000282","5.39e-05","4","0.908","1","177000","-6.638","0.421","0"
"poetic_justice","0.572","0.246","135.956","0.378","0.157","0","4","0.779","6","300160","-9.985","0.647","0"
"swimming_pools","0.447","0.0899","74.236","0.277","0.00627","0.00022","4","0.577","8","247800","-5.892","0.189","1"
"warm_it_up","0.778","0.303","103.008","0.249","0.0411","0","4","0.865","1","248333","-10.05","0.763","1"
"everyday","0.752","0.0749","149.961","0.0374","0.041","0","4","0.67","1","204747","-4.146","0.442","1"
"everybody_dies","0.923","0.372","94.009","0.177","0.134","1.34e-06","4","0.777","2","250213","-3.904","0.822","1"
"act_a_fool","0.904","0.22","109.331","0.349","0.221","0","5","0.568","0","270733","-2.497","0.799","1"
"get_back","0.651","0.134","171.463","0.257","0.0749","0","4","0.582","1","270747","-4.971","0.191","1"
"how_low","0.498","0.224","143.96","0.0533","0.00248","1.23e-06","4","0.784","1","201587","-6.977","0.418","1"
"my_chick_bad","0.723","0.483","84.789","0.378","0.172","0","4","0.624","1","216933","-6.782","0.757","1"
"ante_up","0.793","0.7","94.138","0.268","0.00514","2.75e-06","4","0.699","1","248693","-4.856","0.929","1"
"how_about_some_hardcore","0.633","0.114","190.798","0.404","0.0287","0","4","0.552","2","272483","-5.655","0.367","1"
"self_care","0.538","0.119","141.894","0.206","0.367","0.00187","4","0.52","1","345133","-8.109","0.177","1"
"alpha_omega","0.736","0.217","124.057","0.181","0.103","0","4","0.771","1","212560","-6.396","0.213","0"
"rap_devil","0.839","0.239","149.951","0.227","0.217","3e-06","4","0.895","0","286117","-4.512","0.756","1"
"till_i_die","0.616","0.136","110.043","0.112","0.0311","0","4","0.864","0","212213","-7.027","0.347","0"
"glorious","0.794","0.112","139.994","0.0522","0.0323","2.59e-05","4","0.731","0","220454","-5.126","0.356","0"
"wing$","0.602","0.191","74.142","0.197","0.353","0","4","0.4","7","298641","-6.988","0.0964","0"
"all_i_need","0.745","0.337","95.021","0.0536","0.151","6.26e-06","4","0.722","4","309947","-6.059","0.607","0"
"stir_fry","0.816","0.159","181.967","0.269","0.00299","0","4","0.815","2","190288","-5.474","0.498","1"
"bad_and_boujee","0.665","0.123","127.076","0.244","0.061","0","4","0.927","11","343150","-5.313","0.175","1"
"motorsport","0.515","0.317","138.016","0.183","0.0338","0","4","0.896","2","303077","-5.395","0.174","1"
"narcos","0.588","0.139","124.987","0.136","0.0146","0","4","0.936","7","255379","-6.948","0.238","0"
"t-shirt","0.687","0.158","139.023","0.217","0.242","0","4","0.865","10","242407","-3.744","0.486","0"
"straight_outta_compton","0.874","0.345","102.866","0.155","0.0495","0","4","0.833","8","258688","-9.426","0.414","1"
"one_mic","0.608","0.102","91.672","0.361","0.0574","0","4","0.783","0","268667","-5.742","0.429","0"
"chun-li","0.729","0.106","128.96","0.372","0.276","5.08e-05","5","0.69","6","191600","-5.08","0.478","0"
"Ms_jackson","0.805","0.0771","94.946","0.269","0.142","0","4","0.843","4","270507","-5.946","0.615","0"
"better_now","0.563","0.136","145.028","0.0454","0.354","0","4","0.68","10","231267","-5.843","0.374","1"
"fight_the_power","0.582","0.517","105.974","0.255","0.00484","2.04e-06","4","0.797","2","282640","-12.97","0.415","1"
"plug_walk","0.519","0.108","94.981","0.143","0.202","0","4","0.876","11","175230","-6.531","0.158","1"
"caterpillar","0.745","0.268","91.08","0.441","0.136","0","4","0.706","10","283077","-5.97","0.598","0"
"walk_this_way","0.578","0.0605","105.598","0.0468","0.00796","8.18e-05","4","0.759","6","309760","-12.56","0.944","0"
"man_of_the_year","0.865","0.198","111.914","0.0413","0.00536","0","4","0.749","3","216013","-5.228","0.371","1"
"drop_it_like_its_hot","0.622","0.103","91.989","0.215","0.187","0","4","0.881","1","266067","-4.149","0.633","1"
"gin_and_juice","0.853","0.618","94.695","0.188","0.0285","0.000296","4","0.549","7","211493","-4.293","0.346","1"
"young_wild_and_free","0.655","0.115","95.078","0.137","0.0525","0","4","0.715","0","207333","-6.425","0.531","1"
"dont_nobody_want_none","0.865","0.186","123.987","0.184","0.0492","0.00039","4","0.845","2","179917","-6.056","0.389","1"
"juicy","0.816","0.204","96.056","0.247","0.472","0","4","0.889","9","302693","-4.67","0.777","1"
"what_they_do","0.409","0.0838","92.722","0.196","0.412","0.000164","4","0.898","0","357200","-10.958","0.623","1"
"sicko_mode","0.73","0.124","155.008","0.222","0.00513","0","4","0.834","8","312820","-3.714","0.446","1"
"dip","0.543","0.154","99.026","0.2","0.0311","0","4","0.885","2","195992","-6.338","0.43","1"
"get_the_strap","0.929","0.0379","78.072","0.484","0.0712","0","4","0.611","7","190514","-3.265","0.587","1"
"regulate","0.51","0.114","95.265","0.224","0.29","2.39e-06","4","0.845","11","248867","-13.064","0.74","0"
"bow_down","0.458","0.419","92.928","0.279","0.0208","0","4","0.897","9","206827","-11.01","0.513","1"
"black_and_yellow","0.834","0.271","164.02","0.0675","0.0646","0","4","0.684","2","217667","-4.524","0.538","0"
"fr_fr","0.493","0.211","140.057","0.162","0.12","2.63e-06","4","0.916","1","195591","-7.371","0.327","0"
"we_dem_boyz","0.862","0.321","130.021","0.054","0.00689","0","4","0.717","8","224933","-4.736","0.52","1"
"protect_ya_neck","0.552","0.826","102.011","0.386","0.032","7.17e-06","4","0.817","8","291067","-10.8","0.808","0"
"kung_fu","0.608","0.107","124.983","0.109","0.0227","1.16e-05","4","0.876","8","199680","-6.019","0.258","1"
"bounce_out_with_that","0.624","0.0984","94.94","0.103","0.033","0","4","0.865","8","97344","-8.224","0.396","1"
"big_bank","0.346","0.0881","203.911","0.331","0.00552","0","4","0.745","1","237240","-7.709","0.112","1"
"chalice","0.845","0.108","135.908","0.086","0.0455","1.95e-05","4","0.879","5","223239","-4.478","0.597","1"
"buffalo_soldier","0.469","0.0586","124.115","0.29","0.143","4.43e-06","4","0.932","9","257440","-8.66","0.747","1"
"three_little_birds","0.487","0.0501","148.491","0.0758","0.0102","1.98e-06","4","0.807","9","180267","-10.456","0.651","1"
"champion","0.599","0.0863","180.078","0.326","0.092","0","4","0.791","4","237533","-9.837","0.545","0"
"make_my_day","0.759","0.158","94.66","0.0924","0.0171","9.69e-06","4","0.717","10","306307","-7.646","0.884","0"
"untold_stories","0.476","0.0986","130.135","0.125","0.62","0","4","0.834","8","273427","-11.369","0.896","1"
"wanna_be_loved","0.563","0.115","145.932","0.157","0.0245","0","4","0.829","5","243867","-8.828","0.605","1"
"here_comes_trouble","0.786","0.0658","83.495","0.108","0.156","0","4","0.758","4","234587","-4.897","0.786","0"
"skankin'_sweet","0.658","0.101","77.999","0.0762","0.0748","2.14e-06","4","0.739","0","252125","-5.462","0.707","1"
"smile_jamaica","0.675","0.0286","148.104","0.0916","0.0686","0","4","0.796","8","213149","-6.382","0.935","1"
"i_can","0.594","0.14","94.964","0.045","0.549","0","4","0.573","9","268495","-6.936","0.55","0"
"likes","0.73","0.215","92.0","0.0966","0.16","0","4","0.798","1","258060","-5.992","0.91","0"
"come_around","0.786","0.638","152.982","0.322","0.0144","0","4","0.497","1","221507","-6.05","0.736","0"
"love_and_reggae","0.606","0.0603","77.964","0.102","0.0333","0","4","0.746","9","218106","-4.724","0.707","0"
"affairs_of_the_heart","0.655","0.152","113.283","0.308","0.318","0","5","0.538","2","239707","-7.377","0.693","0"
"medication","0.585","0.21","84.995","0.266","0.0223","0","4","0.813","10","245147","-6.856","0.847","0"
"welcome_to_jamrock","0.658","0.342","76.638","0.333","0.0229","0","4","0.84","7","213200","-6.496","0.732","0"
"reggae_music","0.72","0.0872","155.021","0.078","0.0798","0","4","0.859","7","217347","-3.9","0.907","1"
"we_pray","0.753","0.0641","80.984","0.0749","0.0887","0","4","0.667","3","242672","-5.3","0.412","1"
"ganja_smuggling","0.427","0.0697","71.665","0.126","0.128","1.76e-05","4","0.78","5","228760","-8.371","0.526","0"
"glory","0.726","0.254","81.116","0.281","0.394","0","4","0.647","6","249913","-3.425","0.77","1"
"love_me","0.546","0.097","98.091","0.212","0.101","0","4","0.729","11","264403","-4.484","0.75","0"
"bad_boys","0.722","0.077","87.862","0.0668","0.236","0.00042","4","0.781","7","229375","-8.376","0.532","1"
"sweat","0.727","0.157","173.025","0.224","0.0124","0","4","0.787","0","227067","-7.705","0.936","1"
"lets_do_it_again","0.696","0.0784","173.537","0.211","0.578","0","4","0.631","0","192177","-5.631","0.927","0"
"call_on_me","0.691","0.102","84.997","0.0591","0.0461","4.84e-06","4","0.649","8","265787","-6.891","0.499","0"
"never_find","0.669","0.0967","174.188","0.302","0.635","0","4","0.457","6","207909","-6.811","0.486","0"
"rasta","0.864","0.273","83.024","0.167","0.0101","0","4","0.724","4","257533","-2.595","0.858","0"
"that_girl","0.715","0.151","145.78","0.237","0.00936","6.36e-06","4","0.584","5","204587","-3.947","0.784","0"
"foundation","0.854","0.33","176.315","0.268","0.154","0","4","0.51","5","200578","-3.912","0.898","0"
"i_can_see_clearly_now","0.662","0.0484","120.082","0.0347","0.00482","0.000505","4","0.799","7","196000","-8.585","0.717","1"
"kontraband","0.795","0.0773","85.07","0.392","0.227","0","4","0.519","10","245919","-5.331","0.744","0"
"toast","0.638","0.0725","99.959","0.256","0.0342","1.7e-05","4","0.906","10","191502","-7.917","0.789","0"
"rule_my_heart","0.627","0.373","101.986","0.0433","0.0935","4.1e-05","4","0.661","3","170364","-6.997","0.651","0"
"one_day","0.61","0.117","68.552","0.15","0.198","0","4","0.346","0","207573","-5.818","0.235","1"
"yaad_n_abraad","0.805","0.37","138.033","0.0703","0.0281","0","4","0.722","11","226508","-7.325","0.646","0"
"generations_will_rize","0.661","0.125","174.183","0.144","0.0613","0","4","0.612","1","218640","-4.834","0.448","1"
"one_people","0.398","0.216","147.985","0.0562","0.707","0","4","0.744","2","240440","-7.238","0.91","1"
"everything_nice","0.603","0.0971","99.124","0.198","0.0673","0","4","0.461","1","257472","-8.616","0.185","1"
"family","0.612","0.314","92.059","0.228","0.187","0","4","0.686","11","201870","-6.418","0.601","0"
"system","0.889","0.141","119.012","0.381","0.0857","0","4","0.696","2","182239","-2.778","0.67","1"
"rasta_love","0.565","0.0802","96.012","0.0718","0.429","0","4","0.911","9","185312","-6.209","0.751","0"
"who_knows","0.724","0.339","80.932","0.0988","0.0909","0","4","0.683","5","208467","-4.436","0.742","0"
"high_and_windy","0.522","0.329","84.798","0.29","0.127","0","4","0.704","0","244803","-8.459","0.632","1"
"lighters_up","0.805","0.186","147.908","0.26","0.00649","0","4","0.603","4","226720","-5.067","0.61","0"
"smoke_the_weed","0.821","0.156","171.974","0.153","0.016","1.21e-05","4","0.645","1","208960","-4.03","0.661","1"
"romantic_mood","0.713","0.326","122.259","0.307","0.0997","0","5","0.797","3","188986","-4.067","0.961","1"
"taxi_driver","0.638","0.651","87.463","0.212","0.121","0","4","0.806","11","220373","-10.106","0.638","1"
"jah_army","0.883","0.18","77.068","0.286","0.0215","0","4","0.659","10","283013","-3.009","0.709","0"
"no_cigarette_smoking","0.525","0.0631","135.835","0.0956","0.0349","0","4","0.703","6","220493","-4.859","0.766","0"
"rock_stone","0.788","0.197","82.029","0.278","0.231","0.000204","4","0.77","11","277653","-5.489","0.591","0"
"just_the_way_you_are","0.711","0.268","172.027","0.21","0.325","0","4","0.694","6","191890","-5.812","0.787","1"
"sorry_is_a_sorry_word","0.924","0.186","87.854","0.339","0.216","0","4","0.658","4","215432","-2.015","0.644","0"
"dont_come_back","0.636","0.0817","83.983","0.0482","0.0449","0","4","0.739","1","168018","-4.937","0.444","0"
"guess_who","0.744","0.199","134.373","0.11","0.0309","0.00644","4","0.83","1","187327","-4.774","0.764","1"
"shes_royal","0.459","0.0742","78.097","0.109","0.00834","0","4","0.758","0","251027","-5.947","0.828","0"
"simple_blessings","0.816","0.0884","99.669","0.164","0.0975","0","4","0.828","1","177600","-4.566","0.568","1"
"no_woman_no_cry","0.386","0.118","100.023","0.0312","0.00228","0.269","4","0.567","7","137072","-14.071","0.388","1"
"roots_rock","0.69","0.0739","149.956","0.316","0.191","0","4","0.613","6","269800","-4.568","0.676","0"
"almighty_one","0.846","0.0827","173.885","0.175","0.234","6.38e-06","4","0.813","11","202633","-3.365","0.864","0"
"orange_peel","0.526","0.0905","144.993","0.117","0.139","0","4","0.807","8","209029","-9.23","0.623","0"
"tune_in","0.63","0.174","82.066","0.32","0.114","0","4","0.751","11","246700","-5.51","0.618","0"
"right_now","0.851","0.543","137.968","0.19","0.283","0","4","0.816","8","240747","-4.166","0.568","0"
"whipped_cream","0.383","0.0966","85.024","0.0309","0.548","0","4","0.744","6","291210","-10.085","0.574","0"
"drew_barrymore","0.572","0.106","151.93","0.0595","0.493","0.00118","4","0.763","11","190472","-7.312","0.25","0"
